# Every entry in the four CV copies ADR-003 merged, as extracted by
# scripts/python/check_cv_sources.py.  Regenerate with `make cv-inventory`;
# `make cv-check` fails when this file and the copies disagree.
#
# Committed so that what the checker reads is reviewable in a diff, and so
# that an extractor which breaks and finds nothing fails a check instead of
# reporting a clean run over an empty list.  Do not edit by hand.
#
# id	section	text
jobapp:teaching-experience:math-317-linear-algebra-spring-2016	Teaching Experience	Math 317: Linear Algebra Spring 2016
jobapp:teaching-experience:math-317-linear-algebra-fall-2015	Teaching Experience	Math 317: Linear Algebra Fall 2015
jobapp:teaching-experience:math-160-survey-of-calculus-fall-2015	Teaching Experience	Math 160: Survey of Calculus Fall 2015
jobapp:teaching-experience:math-207-elementary-linear-algebra-spring-20	Teaching Experience	Math 207: Elementary Linear Algebra Spring 2015
jobapp:teaching-experience:math-165-calculus-i-spring-2015	Teaching Experience	Math 165: Calculus I Spring 2015
jobapp:teaching-experience:math-301-abstract-algebra-fall-2014	Teaching Experience	Math 301: Abstract Algebra Fall 2014
jobapp:teaching-experience:math-165-calculus-i-fall-2014	Teaching Experience	Math 165: Calculus I Fall 2014
jobapp:teaching-experience:university-of-south-carolina	Teaching Experience	University of South Carolina
jobapp:teaching-experience:as-visiting-assistant-professor~2	Teaching Experience	(as Visiting Assistant Professor)
jobapp:teaching-experience:math-700-linear-algebra-graduate-course-spri	Teaching Experience	Math 700: Linear Algebra (graduate course) Spring 2014
jobapp:teaching-experience:math-141-calculus-i-spring-2014	Teaching Experience	Math 141: Calculus I Spring 2014
jobapp:teaching-experience:math-374-discrete-structures-fall-2013	Teaching Experience	Math 374: Discrete Structures Fall 2013
jobapp:teaching-experience:math-122-calculus-for-business-and-social-sc	Teaching Experience	Math 122: Calculus for Business and Social Sciences Fall 2013
jobapp:teaching-experience:math-374-discrete-structures-spring-2013	Teaching Experience	Math 374: Discrete Structures Spring 2013
jobapp:teaching-experience:math-122-calculus-for-business-and-social-sc~2	Teaching Experience	Math 122: Calculus for Business and Social Sciences Spring 2013
jobapp:teaching-experience:math-241-vector-calculus-fall-2012	Teaching Experience	Math 241: Vector Calculus Fall 2012
jobapp:teaching-experience:math-122-calculus-for-business-and-social-sc~3	Teaching Experience	Math 122: Calculus for Business and Social Sciences Fall 2012
jobapp:talks:complexity-of-the-homomorphism-problem-for-b	Talks	Complexity of the Homomorphism Problem for Boolean Models
jobapp:talks:preprint-online-2020	Talks	(preprint) Online, 2020
jobapp:talks:european-virtual-csp-seminar	Talks	European virtual CSP seminar
jobapp:talks:computational-tools-for-universal-algebra-re	Talks	Computational Tools for Universal Algebra Research
jobapp:talks:vols-am-schlern-italy-2020	Talks	Vols am Schlern, Italy 2020
jobapp:talks:csp-world-congress-2020	Talks	CSP World Congress 2020
jobapp:talks:formalizing-universal-algebra-with-dependent	Talks	Formalizing Universal Algebra with Dependent and Inductive Types
jobapp:talks:html-docs-denver-co-2020	Talks	(html docs) Denver, CO 2020
jobapp:talks:ams-joint-mathematics-meetings-special-sessi	Talks	AMS Joint Mathematics Meetings; Special Session: Algebras and Algorithms
jobapp:talks:computing-difference-term-operations-in-poly	Talks	Computing Difference Term Operations in Polynomial Time
jobapp:talks:preprint-denver-co-2018	Talks	(preprint) Denver, CO 2018
jobapp:talks:blast-conference-university-of-denver	Talks	BLAST Conference, University of Denver
jobapp:talks:why-universal-algebra-needs-inductive-depend	Talks	Why Universal Algebra Needs Inductive, Dependent Types
jobapp:talks:eugene-or-2018	Talks	Eugene, OR 2018
jobapp:talks:oregon-programming-languages-summer-school	Talks	Oregon Programming Languages Summer School
jobapp:talks:a-tutorial-introduction-to-the-lean-prover	Talks	A Tutorial Introduction to the Lean Prover
jobapp:talks:boulder-co-2018	Talks	Boulder, CO 2018
jobapp:talks:university-of-colorado-logic-seminar	Talks	University of Colorado Logic Seminar
jobapp:talks:the-lambda-calculus-and-dependent-type-theor	Talks	The Lambda Calculus and Dependent Type Theory
jobapp:talks:boulder-co-2018~2	Talks	Boulder, CO 2018
jobapp:talks:university-of-colorado-logic-seminar~2	Talks	University of Colorado Logic Seminar
jobapp:talks:representing-finite-lattices-as-congruence-l	Talks	Representing Finite Lattices as Congruence Lattices
jobapp:talks:fort-collins-co-2017	Talks	Fort Collins, CO 2017
jobapp:talks:colorado-state-university-algebra-seminar	Talks	Colorado State University Algebra Seminar
jobapp:talks:a-polynomial-time-test-for-difference-terms	Talks	A Polynomial-time Test for Difference Terms in Idempotent Varieties
jobapp:talks:preprint-nashville-tn-2017	Talks	(preprint) Nashville, TN 2017
jobapp:talks:blast-conference-vanderbilt-university	Talks	BLAST Conference, Vanderbilt University
jobapp:talks:algebraic-approach-to-complexity-of-constrai	Talks	Algebraic approach to complexity of constraint satisfaction
jobapp:talks:preprint-honolulu-hi-2017	Talks	(preprint) Honolulu, HI 2017
jobapp:talks:university-of-hawaii-logic-and-analysis-semi	Talks	University of Hawaii Logic and Analysis Seminar
jobapp:talks:universal-algebraic-methods-for-constraint-s	Talks	Universal Algebraic Methods for Constraint Satisfaction Problems
jobapp:talks:preprint-denver-co-2016	Talks	(preprint) Denver, CO 2016
jobapp:talks:ams-fall-western-sectional-meeting-special-s	Talks	AMS Fall Western Sectional Meeting: Special Session in Algebraic Logic
jobapp:talks:the-rectangularity-theorem-of-barto-and-kozi	Talks	The Rectangularity Theorem of Barto and Kozik
jobapp:talks:boulder-co-2016	Talks	Boulder, CO 2016
jobapp:talks:algebras-and-algorithms-structure-and-comple	Talks	Algebras and Algorithms: Structure and Complexity Theory
jobapp:talks:constraint-satisfaction-problems-and-univers	Talks	Constraint Satisfaction Problems and Universal Algebra
jobapp:talks:birmingham-england-2016	Talks	Birmingham, England 2016
jobapp:talks:midlands-graduate-school-in-the-foundation-o	Talks	Midlands Graduate School in the Foundation of Computing Science
jobapp:talks:permutability-in-diamonds	Talks	Permutability in Diamonds
jobapp:talks:ames-ia-2016	Talks	Ames, IA 2016
jobapp:talks:iowa-state-algebra-and-combinatorics-seminar	Talks	Iowa State Algebra and Combinatorics Seminar
jobapp:talks:which-commutative-idempotent-binars-are-trac	Talks	Which Commutative Idempotent Binars are Tractable?
jobapp:talks:nashville-tn-2015	Talks	Nashville, TN 2015
jobapp:talks:vanderbilt-shanks-workshop-open-problems-in	Talks	Vanderbilt Shanks workshop: Open Problems in Universal Algebra
jobapp:talks:which-commutative-idempotent-binars-are-trac~2	Talks	Which Commutative Idempotent Binars are Tractable?
jobapp:talks:nashville-tn-2015~2	Talks	Nashville, TN 2015
jobapp:talks:vanderbilt-shanks-workshop-open-problems-in~2	Talks	Vanderbilt Shanks workshop: Open Problems in Universal Algebra
jobapp:talks:some-small-finite-algebras-yielding-tractabl	Talks	Some Small Finite Algebras Yielding Tractable CSP Templates
jobapp:talks:ames-ia-2015	Talks	Ames, IA 2015
jobapp:talks:iowa-state-algebra-and-combinatorics-seminar~2	Talks	Iowa State Algebra and Combinatorics Seminar
jobapp:talks:algebraic-csp-and-tractability-of-commutativ	Talks	Algebraic CSP and Tractability of Commutative Idempotent Binars
jobapp:talks:denton-tx-2015	Talks	Denton, TX 2015
jobapp:talks:blast-conference-university-of-north-texas	Talks	BLAST Conference, University of North Texas
jobapp:talks:isotopic-algebras	Talks	Isotopic Algebras
jobapp:talks:ames-ia-2015~2	Talks	Ames, IA 2015
jobapp:talks:iowa-state-algebra-and-combinatorics-seminar~3	Talks	Iowa State Algebra and Combinatorics Seminar
jobapp:talks:what-does-a-nonabelian-group-sound-like	Talks	What Does a Nonabelian Group Sound Like?
jobapp:talks:baltimore-md-2014	Talks	Baltimore, MD 2014
jobapp:talks:maa-special-session-at-the-intersection-of-m	Talks	MAA Special Session: At the Intersection of Mathematics and the Arts
jobapp:talks:interval-enforceable-properties-of-finite-gr	Talks	Interval Enforceable Properties of Finite Groups
jobapp:talks:slides-louisville-ky-2013	Talks	(slides) Louisville, KY 2013
jobapp:talks:ams-special-session-on-finite-universal-alge	Talks	AMS Special Session on Finite Universal Algebra
jobapp:talks:tutorial-uacalc-at-the-command-line-and-in-t	Talks	Tutorial: UACalc at the command line and in the cloud
jobapp:talks:louisville-ky-2013	Talks	Louisville, KY 2013
jobapp:talks:workshop-on-computational-universal-algebra	Talks	Workshop on Computational Universal Algebra
jobapp:talks-cont:approximating-eigenvalues-of-large-stochasti	Talks (cont.)	Approximating Eigenvalues of Large Stochastic Matrices
jobapp:talks-cont:columbia-sc-2013	Talks (cont.)	Columbia, SC 2013
jobapp:talks-cont:university-of-south-carolina-combinatorics-s	Talks (cont.)	University of South Carolina Combinatorics Seminar
jobapp:talks-cont:congruence-lattices-of-finite-algebras-plena	Talks (cont.)	Congruence Lattices of Finite Algebras (plenary lecture)
jobapp:talks-cont:slides-orange-ca-2013	Talks (cont.)	(slides) Orange, CA 2013
jobapp:talks-cont:blast-conference-chapman-university	Talks (cont.)	BLAST Conference, Chapman University
jobapp:talks-cont:transposition-principles-for-subgroups-and-e	Talks (cont.)	Transposition Principles for Subgroups and Equivalence Relations
jobapp:talks-cont:slides-asheville-nc-2013	Talks (cont.)	(slides) Asheville, NC 2013
jobapp:talks-cont:zassenhaus-group-theory-conference	Talks (cont.)	Zassenhaus Group Theory Conference
jobapp:talks-cont:isotopic-algebras-with-nonisomorphic-congrue	Talks (cont.)	Isotopic Algebras with Nonisomorphic Congruence Lattices
jobapp:talks-cont:slides-boulder-co-2013	Talks (cont.)	(slides) Boulder, CO 2013
jobapp:talks-cont:ams-special-session-on-algebras-lattices-and	Talks (cont.)	AMS Special Session on Algebras, Lattices, and Varieties
jobapp:talks-cont:synchronizing-automata-and-the	Talks (cont.)	Synchronizing Automata and the
jobapp:talks-cont:cerny-conjecture	Talks (cont.)	Cerny Conjecture
jobapp:talks-cont:slides-boulder-co-2013~2	Talks (cont.)	(slides) Boulder, CO 2013
jobapp:talks-cont:graduate-algebra-seminar-university-of-color	Talks (cont.)	Graduate Algebra Seminar, University of Colorado
jobapp:talks-cont:the-finite-lattice-representation-problem-in	Talks (cont.)	The Finite Lattice Representation Problem in Four Parts
jobapp:talks-cont:columbia-sc-2012	Talks (cont.)	Columbia, SC 2012
jobapp:talks-cont:university-of-south-carolina-algebra-and-log	Talks (cont.)	University of South Carolina Algebra and Logic Seminar
jobapp:talks-cont:interval-sublattice-enforceable-properties-o	Talks (cont.)	Interval Sublattice Enforceable Properties of Finite Groups
jobapp:talks-cont:slides-columbus-oh-2012	Talks (cont.)	(slides) Columbus, OH 2012
jobapp:talks-cont:the-31st-ohio-state-denison-mathematics-conf	Talks (cont.)	The 31st Ohio State-Denison Mathematics Conference
jobapp:talks-cont:expansions-of-finite-algebras-and-their-cong	Talks (cont.)	Expansions of Finite Algebras and their Congruence Lattices
jobapp:talks-cont:slides-honolulu-hi-2012	Talks (cont.)	(slides) Honolulu, HI 2012
jobapp:talks-cont:american-mathematical-society-sectional-meet	Talks (cont.)	American Mathematical Society sectional meeting
jobapp:talks-cont:intervals-in-subgroup-lattices-and-permutati	Talks (cont.)	Intervals in Subgroup Lattices and Permutation Representations
jobapp:talks-cont:cullowhee-nc-2012	Talks (cont.)	Cullowhee, NC 2012
jobapp:talks-cont:western-carolina-university-group-theory-sem	Talks (cont.)	Western Carolina University Group Theory Seminar
jobapp:talks-cont:recent-progress-on-the-finite-lattice-repres	Talks (cont.)	Recent Progress on the Finite Lattice Representation Problem
jobapp:talks-cont:honolulu-hi-2011	Talks (cont.)	Honolulu, HI 2011
jobapp:talks-cont:achievement-rewards-for-college-scientists-s	Talks (cont.)	Achievement Rewards for College Scientists: Scholar Presentations
jobapp:talks-cont:the-finite-lattice-representation-problem	Talks (cont.)	The Finite Lattice Representation Problem
jobapp:talks-cont:seoul-kor-2009	Talks (cont.)	Seoul, KOR 2009
jobapp:talks-cont:first-joint-meeting-of-the-korean-and-americ	Talks (cont.)	First Joint Meeting of the Korean and American Mathematical Societies
jobapp:references:clifford-bergman	References	Clifford Bergman
jobapp:references:professor-of-mathematics	References	Professor of Mathematics
jobapp:references:iowa-state-university	References	Iowa State University
jobapp:references:396-carver-hall	References	396 Carver Hall
jobapp:references:ames-iowa-50011	References	Ames, Iowa 50011
jobapp:references:phone-515-294-1752	References	phone: 515-294-1752
jobapp:references:email	References	email:
jobapp:references:cbergman-iastate-edu	References	cbergman@iastate.edu
jobapp:references:venanzio-capretta	References	Venanzio Capretta
jobapp:references:assistant-professor-of-computer-science	References	Assistant Professor of Computer Science
jobapp:references:university-of-nottingham	References	University of Nottingham
jobapp:references:room-b83-computer-science	References	Room B83 Computer Science
jobapp:references:jubilee-campus-wollaton-road	References	Jubilee Campus, Wollaton Road
jobapp:references:nottingham-ng8-1bb-uk	References	Nottingham NG8 1BB UK
jobapp:references:venanzio-capretta-nottingham-ac-uk	References	Venanzio.Capretta@nottingham.ac.uk
jobapp:references:ralph-freese	References	Ralph Freese
jobapp:references:professor-of-mathematics~2	References	Professor of Mathematics
jobapp:references:university-of-hawaii	References	University of Hawaii
jobapp:references:2565-mccarthy-mall	References	2565 McCarthy Mall
jobapp:references:honolulu-hi-96822	References	Honolulu, HI 96822
jobapp:references:phone-808-956-4680	References	phone: 808-956-4680
jobapp:references:email~2	References	email:
jobapp:references:ralph-math-hawaii-edu	References	ralph@math.hawaii.edu
jobapp:references:peter-jipsen	References	Peter Jipsen
jobapp:references:professor-of-mathematics~3	References	Professor of Mathematics
jobapp:references:chapman-university	References	Chapman University
jobapp:references:545-w-palm-ave	References	545 W. Palm Ave
jobapp:references:orange-ca-92866	References	Orange, CA 92866
jobapp:references:phone-714-744-7918	References	phone: 714-744-7918
jobapp:references:email~3	References	email:
jobapp:references:jipsen-chapman-edu	References	jipsen@chapman.edu
jobapp:references:george-mcnulty	References	George McNulty
jobapp:references:professor-of-mathematics~4	References	Professor of Mathematics
jobapp:references:university-of-south-carolina	References	University of South Carolina
jobapp:references:1523-greene-street	References	1523 Greene Street
jobapp:references:columbia-sc-29208	References	Columbia, SC 29208
jobapp:references:phone-803-777-7469	References	phone: 803-777-7469
jobapp:references:email~4	References	email:
jobapp:references:mcnulty-math-sc-edu	References	mcnulty@math.sc.edu
jobapp:references:peter-mayr	References	Peter Mayr
jobapp:references:assistant-professor-of-mathematics	References	Assistant Professor of Mathematics
jobapp:references:university-of-colorado-boulder	References	University of Colorado, Boulder
jobapp:references:2300-colorado-avenue	References	2300 Colorado Avenue
jobapp:references:boulder-co-80309	References	Boulder, CO 80309
jobapp:references:phone-303-492-7754	References	phone: 303-492-7754
jobapp:references:email~5	References	email:
jobapp:references:peter-mayr-colorado-edu	References	peter.mayr@colorado.edu
jobapp:references:teaching-reference	References	teaching reference
site:curriculum-vitae:material-file-download-download-pdf-assets-d	Curriculum vitae	[:material-file-download: Download PDF](assets/DeMeo-CV.pdf){ .md-button }
site:curriculum-vitae:warning-this-page-is-a-summary-and-the-pdf-i	Curriculum vitae	!!! warning "This page is a summary, and the PDF is out of date"
site:curriculum-vitae:the-linked-pdf-predates-the-current-role-and	Curriculum vitae	The linked PDF predates the current role and does not mention any of the recent work on AI tooling for proof assistants. Both are being replaced by a single source that renders to web and PDF together ([#41](https://github.com/williamdemeo/williamdemeo.github.io/issues/41)), with the content brought current in [#42](https://github.com/williamdemeo/williamdemeo.github.io/issues/42). Full talks and teaching records arrive with Milestone 5.
site:research-interests:interactive-theorem-proving-and-formalizatio	Research interests	Interactive theorem proving and formalization of mathematics (Agda, Lean); formal methods for production systems; AI tooling for proof assistants and machine reasoning over verifiable domains; universal algebra, lattice theory, and the algebraic approach to computational complexity.
site:education:phd-mathematics-university-of-hawaii-2012-th	Education	**PhD, Mathematics** — University of Hawaii, 2012 : Thesis: [Congruence lattices of finite algebras](https://arxiv.org/abs/1204.4305). Advisor: [Ralph Freese](http://math.hawaii.edu/~ralph/).
site:education:ms-mathematics-courant-institute-of-mathemat	Education	**MS, Mathematics** — Courant Institute of Mathematical Sciences, NYU : Thesis: [Approximating eigenvalues of large stochastic matrices](https://williamdemeo.github.io/MSThesis/). Advisor: [Jonathan Goodman](https://www.math.nyu.edu/faculty/goodman/index.html).
site:education:ba-economics-university-of-virginia	Education	**BA, Economics** — University of Virginia
site:employment:see-the-about-page-about-md-academic-appoint	Employment	See the [about page](about.md#academic-appointments) for the full table. Current position: Formal Verification Engineer, Formal Methods team, [IO](https://iohk.io/), since 2023 — formal verification of the [Cardano blockchain ledger specification](https://github.com/IntersectMBO/formal-ledger-specifications) in Agda.
site:selected-publications:the-complete-list-including-earlier-work-in	Selected publications	The complete list, including earlier work in algebra and in signal processing, is on [arXiv](https://arxiv.org/a/demeo_w_1) and in the PDF. A full publications page is [#30](https://github.com/williamdemeo/williamdemeo.github.io/issues/30); rendering this CV to PDF from the same source is [#41](https://github.com/williamdemeo/williamdemeo.github.io/issues/41).
site:grants-and-awards:nsf-research-grant-no-1500218-2015-2018-alge	Grants and awards	**NSF Research Grant no. 1500218** (2015–2018) : *Algebras and algorithms, structure and complexity theory.* Postdoctoral research fellow on a team of six senior scientists and three postdocs; collaborative research on algebraic approaches to constraint satisfaction.
site:grants-and-awards:magellan-scholar-grant-2013-2014-faculty-men	Grants and awards	**Magellan Scholar Grant** (2013–2014) : Faculty mentor for undergraduate research.
site:grants-and-awards:arcs-sarah-ann-martin-award-for-outstanding	Grants and awards	**ARCS Sarah Ann Martin Award** for outstanding research in mathematics (2011)
site:grants-and-awards:best-paper-award-international-symposium-on	Grants and awards	**Best Paper Award**, International Symposium on Musical Acoustics, Nara, Japan (2004)
site:teaching:a-decade-of-teaching-across-six-institutions	Teaching	A decade of teaching across six institutions, from calculus through graduate model theory, including courses that used the Lean proof assistant in an undergraduate discrete mathematics classroom. The full record arrives with Milestone 5 ([#32](https://github.com/williamdemeo/williamdemeo.github.io/issues/32)).
